name,neighbourhood_cleansed,price_USD,latitude,longitude,property_group,accommodates,listing_url,bathrooms,bedrooms,license,host_since,host_response_time,host_response_rate,host_acceptance_rate,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
"1BR Oasis near Takoma Metro, Minutes to Capital","Takoma, Brightwood, Manor Park",95,38.9707,-77.02245,Entire Properties,3,https://www.airbnb.com/rooms/13208131,1,1,with hosted license,2016-05-25,within an hour,100%,62%,4.61,4.71,4.66,4.92,4.94,4.83,4.57,1.26
"Free Parking, Minutes to GTownU/Medstar Hospital","Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",104,38.90844,-77.08621,Private room,2,https://www.airbnb.com/rooms/13247788,1,1,with hosted license,2016-05-28,within an hour,100%,100%,4.99,4.96,5,4.99,4.99,4.93,4.92,1.72
Great Location!  Studio Apt in Georgetown/Burlieth,"Cathedral Heights, McLean Gardens, Glover Park",93,38.91686305068826,-77.06987154370564,Entire Properties,2,https://www.airbnb.com/rooms/13316914,1,1,no information,2016-05-30,within an hour,100%,100%,4.46,4.68,4.24,4.76,4.62,4.86,4.38,0.43
Mount Pleasant Convenience,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",130,38.93211,-77.03826,Entire Properties,3,https://www.airbnb.com/rooms/13348110,1,1,with hosted license,2016-06-03,within a few hours,100%,75%,4.9,4.95,4.98,4.98,4.98,4.9,4.9,0.6
Sparkling Clean 2BR | Full Kitchen | Laundry | Gym,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",406,38.899914,-77.03313,Entire Properties,5,https://www.airbnb.com/rooms/13390535,2,2,Exempt,2015-03-30,within an hour,94%,99%,4.29,4.71,4.47,4.71,4.06,4.94,4.12,0.22
Capitol Hill Row House Newly Renovated!,"Capitol Hill, Lincoln Park",280,38.88104,-76.9871,Entire Properties,6,https://www.airbnb.com/rooms/13491888,2.5,2,with hosted license,2011-10-07,within an hour,100%,99%,4.85,4.89,4.77,4.95,4.95,4.79,4.82,2.53
Newly Renovated Capitol Hill Basement Apartment,"Capitol Hill, Lincoln Park",122,38.88084,-76.98808,Entire Properties,2,https://www.airbnb.com/rooms/13492207,1,1,with hosted license,2011-10-07,within an hour,100%,99%,4.68,4.85,4.74,4.94,4.91,4.75,4.71,2.32
"Swank, sunny, sustainable Logan Circle apt","Shaw, Logan Circle",133,38.91328,-77.02954,Entire Properties,4,https://www.airbnb.com/rooms/13501642,1,1,with hosted license,2012-06-24,within a day,100%,75%,4.94,4.91,4.91,5,5,4.98,4.87,0.5
"Private top floor at 2067 Park Road, Nw Dc","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",120,38.93421,-77.04359,Private room,2,https://www.airbnb.com/rooms/13524358,1,1,with hosted license,2016-06-14,within an hour,100%,100%,4.78,4.85,4.84,4.88,4.81,4.81,4.59,0.76
The Loft,"Howard University, Le Droit Park, Cardozo/Shaw",100,38.91602,-77.02575,Private room,2,https://www.airbnb.com/rooms/13570789,1,1,no information,2014-10-17,within a day,50%,100%,5,4.92,4.96,5,5,4.92,4.88,0.27
"Capitol, Union Station, Romantic, Walkable Apt","Union Station, Stanton Park, Kingman Park",132,38.89904,-77.00072,Entire Properties,4,https://www.airbnb.com/rooms/13578244,1,2,Exempt,2012-05-29,within an hour,100%,100%,4.94,4.96,4.96,4.91,4.96,4.92,4.88,5.8
Cozy Capitol Hill 1 BR English Basement,"Capitol Hill, Lincoln Park",121,38.88254,-76.98646,Entire Properties,3,https://www.airbnb.com/rooms/13622959,1,1,with hosted license,2016-02-18,within an hour,100%,100%,4.86,4.9,4.91,4.94,4.97,4.91,4.82,3.72
Serene Apartment in a D.C. Rowhouse,"Edgewood, Bloomingdale, Truxton Circle, Eckington",131,38.91357,-77.00918,Entire Properties,4,https://www.airbnb.com/rooms/13635817,1,1,with hosted license,2012-12-06,within an hour,100%,96%,4.91,4.91,4.93,4.98,4.96,4.73,4.82,4.06
Modern flat in the heart of Adams Morgan,"Kalorama Heights, Adams Morgan, Lanier Heights",125,38.92415,-77.04052,Entire Properties,2,https://www.airbnb.com/rooms/13685445,1,1,no information,2011-10-28,N/A,N/A,N/A,4.89,4.96,4.96,4.95,4.91,4.88,4.81,1.18
Fully Furnished 1BR Apartment in Logan Circle,"Shaw, Logan Circle",206,38.90634,-77.0288,Entire Properties,3,https://www.airbnb.com/rooms/13744486,1,1,with hosted license,2014-06-11,within an hour,100%,94%,5,5,5,5,5,5,5,0.61
"Modern, Comfortable Stay on Capitol Hill","Union Station, Stanton Park, Kingman Park",126,38.89345,-76.99677,Entire Properties,4,https://www.airbnb.com/rooms/13802779,1,1,with both hosted and unhosted license,2016-02-10,within a few hours,100%,98%,4.89,4.92,4.86,4.96,4.91,4.96,4.85,4.59
#2 Coolest Neighborhood in the World - Forbes Mag,"Near Southeast, Navy Yard",90,38.87758,-77.00102,Private room,1,https://www.airbnb.com/rooms/13809783,1.5,1,with hosted license,2016-05-28,within an hour,100%,100%,4.99,4.99,5,5,5,4.97,4.96,0.73
"Breakfast, Free Parking & Easy Walk to Mall, Wharf","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",179,38.87992,-77.01578,Private room and breakfast,2,https://www.airbnb.com/rooms/13865075,1,1,Exempt,2016-05-08,within an hour,100%,98%,4.99,4.97,4.98,5,5,5,4.95,2.34
Family-friendly home with XL yard near metro,"Friendship Heights, American University Park, Tenleytown",400,38.94889,-77.09414,Entire Properties,8,https://www.airbnb.com/rooms/13932102,4.5,5,with unhosted license,2014-01-02,N/A,N/A,N/A,5,5,5,5,5,5,5,0.04
"Spacious studio apt, Super location, Parking","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",100,38.93321,-77.04689,Entire Properties,3,https://www.airbnb.com/rooms/14086586,1,1,with hosted license,2013-04-07,within a day,90%,94%,4.96,4.98,4.98,4.96,4.98,4.92,4.91,3.58
Ingraham Alley Inn - A Quiet & Cozy Micro House,"Brightwood Park, Crestwood, Petworth",93,38.95417,-77.03262,Entire Properties,2,https://www.airbnb.com/rooms/14101888,1,1,with hosted license,2014-01-23,within an hour,100%,99%,4.9,4.93,4.84,4.96,4.95,4.87,4.81,4.34
Charming City Centered ~ Walk to Zoo!,"Kalorama Heights, Adams Morgan, Lanier Heights",120,38.9248,-77.04301,Entire Properties,4,https://www.airbnb.com/rooms/14117917,1,1,with hosted license,2015-10-15,within an hour,100%,97%,4.78,4.86,4.89,4.92,4.93,4.93,4.63,1.75
Modern Basement Apartment in Upper Georgetown,"Cathedral Heights, McLean Gardens, Glover Park",175,38.92259,-77.07299,Entire Properties,2,https://www.airbnb.com/rooms/14201057,1,1,with both hosted and unhosted license,2014-05-31,within an hour,100%,100%,4.72,4.86,4.86,4.88,4.9,4.8,4.72,0.53
Cozy 1BD apt steps away from metro with parking,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",90,38.93514,-77.02648,Entire Properties,4,https://www.airbnb.com/rooms/14233774,1,1,no information,2016-03-28,within an hour,100%,82%,4.82,4.94,4.93,4.96,4.97,4.81,4.86,3.3
Heart of D.C. Row House - Live Like a Local!,"Union Station, Stanton Park, Kingman Park",149,38.90267,-76.99825,Entire Properties,3,https://www.airbnb.com/rooms/14357248,1.5,1,with hosted license,2012-12-05,within an hour,100%,97%,4.96,4.97,4.94,4.97,4.98,4.95,4.94,1.91
Boat-like studio apartment in Brookland,"Edgewood, Bloomingdale, Truxton Circle, Eckington",70,38.92727,-76.99379,Entire Properties,1,https://www.airbnb.com/rooms/14446252,1,1,no information,2012-06-24,within a few hours,100%,56%,4.86,4.93,4.71,4.93,4.93,4.89,4.85,0.3
Newly Renovated 2BR Apt in the heart of DC-Parking,"Edgewood, Bloomingdale, Truxton Circle, Eckington",140,38.91992,-77.01018,Entire Properties,6,https://www.airbnb.com/rooms/14501592,1,2,with hosted license,2016-08-09,within an hour,100%,100%,4.85,4.89,4.88,4.94,4.93,4.71,4.83,4.99
Washington DC's Finest: 4 bdrms+house 1-7 Persons,"River Terrace, Benning, Greenway, Dupont Park",130,38.88406,-76.94677,Entire Properties,6,https://www.airbnb.com/rooms/14506047,3,4,no information,2016-08-11,within a few hours,100%,63%,4.74,4.88,4.95,4.79,4.88,4.3,4.81,1.44
Furnished Room- 2 blocks from DC Convention Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",69,38.90446,-77.02751,Private room,1,https://www.airbnb.com/rooms/14520972,1,1,no information,2013-08-09,within an hour,100%,97%,4.62,4.76,4.54,4.76,4.92,5,4.73,0.77
ConventionCenter/Logan Circle home. 96 walk score,"Shaw, Logan Circle",386,38.90936,-77.02671,Entire Properties,8,https://www.airbnb.com/rooms/14555537,2.5,3,Exempt,2016-08-15,within an hour,100%,100%,4.94,4.93,4.94,4.99,4.97,4.94,4.89,2.2
Chic and Modern 2 Bedroom,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",196,38.93176,-77.03966,Entire Properties,6,https://www.airbnb.com/rooms/14685847,1,2,with hosted license,2016-01-17,within an hour,100%,96%,4.88,4.91,4.9,4.96,4.94,4.89,4.82,2.93
New 2 BR Apartment within a Dupont Brownstone,"Dupont Circle, Connecticut Avenue/K Street",208,38.91139,-77.03941,Entire Properties,4,https://www.airbnb.com/rooms/14805243,1,2,with hosted license,2014-04-13,within an hour,100%,100%,4.91,4.92,4.9,4.97,4.97,4.99,4.84,5.26
Studio in the Heart of Adams Morgan (Apt. 4A),"Kalorama Heights, Adams Morgan, Lanier Heights",77,38.92393,-77.04302,Entire Properties,5,https://www.airbnb.com/rooms/14865465,1,3,no information,2016-09-02,within an hour,80%,100%,4.76,4.88,4.92,4.79,4.42,4.92,4.79,2.55
Super Clean - 2 bd/2 bth- English Basement,"Brightwood Park, Crestwood, Petworth",228,38.93926,-77.01847,Entire Properties,4,https://www.airbnb.com/rooms/14890121,2,2,with both hosted and unhosted license,2014-10-08,within an hour,100%,96%,4.98,4.99,4.94,4.99,4.96,4.96,4.91,1.51
DC Living!  Newly Renovated Apartment in Petworth,"Brightwood Park, Crestwood, Petworth",71,38.94135,-77.01728,Entire Properties,3,https://www.airbnb.com/rooms/14899604,1,2,no information,2014-09-13,within a few hours,100%,100%,4.77,4.86,4.82,4.95,4.95,4.73,4.91,0.25
Charming studio apartment in Adams Morgan (Apt 4B),"Kalorama Heights, Adams Morgan, Lanier Heights",68,38.92384,-77.04152,Entire Properties,4,https://www.airbnb.com/rooms/14913168,1,1,no information,2016-09-02,within an hour,80%,100%,4.85,4.97,4.95,4.77,4.54,4.93,4.82,2.06
Sunny English Basement,"Capitol Hill, Lincoln Park",135,38.89124,-76.98628,Entire Properties,4,https://www.airbnb.com/rooms/14944917,1,1,with hosted license,2015-11-08,within an hour,100%,100%,4.88,4.92,4.77,4.96,4.98,4.9,4.89,3.58
North Capitol Hill Luxury Townhome in Perfect Location,"Union Station, Stanton Park, Kingman Park",139,38.90387,-76.99821,Entire Properties,2,https://www.airbnb.com/rooms/15014312,1,1,with hosted license,2016-07-27,within an hour,100%,100%,4.81,4.89,4.89,4.95,4.95,4.86,4.85,6.37
Beautiful English Bsmt on a Park,"Edgewood, Bloomingdale, Truxton Circle, Eckington",135,38.91669,-77.00863,Entire Properties,2,https://www.airbnb.com/rooms/15058397,1,1,with hosted license,2015-02-14,within an hour,100%,92%,4.96,4.96,4.92,4.93,5,4.75,4.85,0.99
"Early check in/late out.Walkable,Sunny Garden apt","Edgewood, Bloomingdale, Truxton Circle, Eckington",141,38.91222,-77.01572,Entire Properties,4,https://www.airbnb.com/rooms/15063053,1,1,with hosted license,2014-04-08,within an hour,100%,100%,4.99,4.98,4.99,5,5,4.87,4.95,4.56
Wonk On The Hill Apartment,"Union Station, Stanton Park, Kingman Park",183,38.89424,-76.99823,Entire Properties,4,https://www.airbnb.com/rooms/15080581,1,1,with hosted license,2016-07-28,within an hour,100%,100%,4.97,4.97,4.95,4.97,4.99,4.97,4.93,2.48
"Beautiful 3 bd/2/5 br near Metro, Capitol Heights","Capitol View, Marshall Heights, Benning Heights",203,38.889,-76.91926,Entire Properties,8,https://www.airbnb.com/rooms/15081446,2.5,3,with hosted license,2015-08-18,within an hour,100%,100%,4.52,4.61,4.51,4.86,4.69,4.37,4.56,1.42
Uniquely Styled Eclectic House in the Heart of DC,"Brightwood Park, Crestwood, Petworth",270,38.93924,-77.03108,Entire Properties,8,https://www.airbnb.com/rooms/15092261,1.5,3,with hosted license,2014-12-29,within an hour,100%,100%,4.94,4.91,4.91,4.95,4.95,4.86,4.87,1.23
Lux Basement Apartment Near Metro & Hwy.,"Eastland Gardens, Kenilworth",90,38.90951,-76.9383,Entire Properties,3,https://www.airbnb.com/rooms/15128321,1,1,with hosted license,2014-08-11,within an hour,100%,100%,4.86,4.85,4.69,4.69,5,4.62,4.69,1.73
Location location location,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",48,38.92875,-77.02165,Private room,2,https://www.airbnb.com/rooms/15165917,2.5,1,no information,2015-09-23,within an hour,100%,100%,4.37,4.48,4.58,4.91,4.84,4.46,4.34,1.39
GEM in the heart of the City !,"West End, Foggy Bottom, GWU",184,38.90624,-77.04689,Entire Properties,3,https://www.airbnb.com/rooms/15194332,1,1,no information,2016-09-23,within an hour,100%,100%,4.73,4.86,4.61,4.93,4.91,4.96,4.72,2.46
Private Room Twin over Twin beds,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",47,38.92853,-77.02159,Private room,2,https://www.airbnb.com/rooms/15206984,2.5,1,no information,2015-09-23,within an hour,100%,100%,4.49,4.66,4.41,4.89,4.8,4.6,4.38,0.63
Private Room,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",48,38.92674,-77.02389,Private room,2,https://www.airbnb.com/rooms/15209243,2.5,1,no information,2015-09-23,within an hour,100%,100%,4.68,4.91,4.79,4.94,4.93,4.54,4.69,1.64
Charming Capitol Hill Studio - Amazing Location!,"Capitol Hill, Lincoln Park",175,38.88375,-77.00488,Entire Properties,2,https://www.airbnb.com/rooms/15218873,1,1,with hosted license,2015-08-31,within an hour,100%,98%,4.96,4.97,4.93,5,4.99,5,4.88,2.43
The Green Room A Cozy Basement Studio 420 Friendly,"Brookland, Brentwood, Langdon",79,38.93035,-76.97936,Entire Properties,5,https://www.airbnb.com/rooms/15235217,1,4,with hosted license,2016-09-26,within a day,73%,89%,4.58,4.58,4.64,4.75,4.81,4.78,4.58,0.69
T Street Base of Ops,"Howard University, Le Droit Park, Cardozo/Shaw",190,38.91476,-77.031,Entire Properties,4,https://www.airbnb.com/rooms/15284961,1,1,Exempt,2016-08-02,within an hour,100%,98%,4.87,4.94,4.87,5,4.95,5,4.76,0.67
"Bright roomy basement suite, NW DC","Friendship Heights, American University Park, Tenleytown",63,38.95082,-77.09776,Private room,1,https://www.airbnb.com/rooms/15313139,1,1,no information,2015-04-09,within a day,50%,0%,4.92,4.96,4.79,4.96,4.92,4.92,4.79,0.26
★Free Parking• Queen Bed •Cozy Getaway With Patio★,"North Michigan Park, Michigan Park, University Heights",65,38.94844,-76.99011,Private room,2,https://www.airbnb.com/rooms/15328533,1,1,with hosted license,2013-08-01,within an hour,90%,100%,4.9,4.88,4.95,4.91,4.95,4.79,4.84,0.98
Sunny studio condo in heart of DC,"Dupont Circle, Connecticut Avenue/K Street",121,38.91518,-77.03738,Entire Properties,2,https://www.airbnb.com/rooms/15343995,1,1,with hosted license,2015-10-20,within an hour,100%,100%,4.88,4.92,4.74,4.98,4.96,4.97,4.83,3
Private Two Bedroom Apartment.,"North Michigan Park, Michigan Park, University Heights",101,38.94228,-76.97476,Entire Properties,4,https://www.airbnb.com/rooms/15369535,1,2,Exempt,2009-06-05,within an hour,100%,100%,4.69,4.69,4.65,5,4.84,4.76,4.6,0.29
@ 14th & U – Townhome - 99 Walk Score - Metro,"Howard University, Le Droit Park, Cardozo/Shaw",385,38.91646,-77.03073,Entire Properties,7,https://www.airbnb.com/rooms/15373088,2.5,3,with hosted license,2016-10-05,within an hour,100%,100%,4.91,4.95,4.87,4.96,4.92,4.97,4.87,9.36
♥ Modern Comfort on DC's Hip Strip near Metro ♥,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",130,38.93437,-77.02956,Entire Properties,7,https://www.airbnb.com/rooms/15397701,1,2,with hosted license,2012-06-13,within an hour,100%,99%,4.83,4.85,4.87,4.92,4.88,4.85,4.85,2.65
Apartment in Modern DC Rowhouse (Garage Parking),"Ivy City, Arboretum, Trinidad, Carver Langston",108,38.90499,-76.98888,Entire Properties,4,https://www.airbnb.com/rooms/15408045,1,1,with hosted license,2016-04-20,within an hour,100%,98%,4.95,4.97,4.93,4.99,4.97,4.8,4.9,3.82
"Central 1BR+den, historic rowhouse; Metro 1 block","Shaw, Logan Circle",164,38.91097,-77.02279,Entire Properties,2,https://www.airbnb.com/rooms/15409293,1,1,with hosted license,2012-07-30,within an hour,100%,99%,5,4.98,4.99,4.99,4.99,4.97,4.97,2.11
Lovely 1 BR in Best Mount Pleasant Location,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",140,38.92957,-77.04127,Entire Properties,4,https://www.airbnb.com/rooms/15523073,1,1,with hosted license,2016-03-09,within a few hours,100%,98%,4.93,4.98,4.96,4.98,4.97,4.92,4.9,2.34
Stay in the Heart of Logan Circle,"Shaw, Logan Circle",204,38.912,-77.03166,Entire Properties,3,https://www.airbnb.com/rooms/15552175,1,1,with hosted license,2016-10-17,within a few hours,94%,82%,4.97,4.99,5,4.97,5,5,4.92,0.89
Charming Apartment w/ FREE Off-Street Parking,"Edgewood, Bloomingdale, Truxton Circle, Eckington",143,38.91401,-77.01108,Entire Properties,4,https://www.airbnb.com/rooms/15620627,1,1,with both hosted and unhosted license,2015-04-01,within an hour,100%,97%,4.98,4.99,4.97,4.99,4.99,4.91,4.95,5.6
Tranquil treetop low-EMF oasis w/en suite bath,"Georgetown, Burleith/Hillandale",170,38.91092,-77.05302,Private room and breakfast,3,https://www.airbnb.com/rooms/15658197,1.5,1,Exempt,2013-06-30,within an hour,100%,98%,4.69,4.67,4.68,4.86,4.9,4.91,4.53,1.59
Cozy Capitol Hill Garden unit,"Capitol Hill, Lincoln Park",160,38.88926,-76.99928,Entire Properties,4,https://www.airbnb.com/rooms/15665231,1,1,with hosted license,2016-10-24,within an hour,100%,100%,4.94,4.96,4.96,4.98,4.96,4.98,4.86,1.85
"Modern 1BR| HSt Corridor, 1 block from Whole Foods","Union Station, Stanton Park, Kingman Park",130,38.90148,-76.99698,Entire Properties,3,https://www.airbnb.com/rooms/15720606,1,1,with hosted license,2014-04-11,within an hour,100%,95%,4.93,4.95,4.96,4.99,4.96,4.94,4.86,2.4
Sojourn | Capitol Hill 2 BR condo with parking,"Capitol Hill, Lincoln Park",232,38.88921,-76.991196,Entire Properties,4,https://www.airbnb.com/rooms/15734466,1,2,Exempt,2015-07-29,within an hour,99%,99%,4.65,4.72,4.67,4.89,4.9,4.96,4.6,3.17
Renovated English Basement Private Patio@Takoma DC,"Takoma, Brightwood, Manor Park",105,38.96946,-77.01875,Entire Properties,4,https://www.airbnb.com/rooms/15755522,1,1,with hosted license,2013-04-21,N/A,N/A,100%,4.84,4.91,4.91,4.94,4.96,4.93,4.85,2.05
Charming bdrm in 110+yr home w/wood fireplace,"Friendship Heights, American University Park, Tenleytown",95,38.94413,-77.08359,Private room,2,https://www.airbnb.com/rooms/15790449,2,1,with hosted license,2016-04-25,within an hour,100%,100%,4.96,4.96,4.87,4.98,4.98,4.96,4.93,2.1
Comfortable bdrm in 110+ yr old home w/large desk,"Friendship Heights, American University Park, Tenleytown",80,38.94246,-77.08247,Private room,1,https://www.airbnb.com/rooms/15820983,2,1,with hosted license,2016-04-25,within an hour,100%,100%,4.99,5,4.91,4.98,4.99,4.95,4.97,2.11
Large Private Room,"Howard University, Le Droit Park, Cardozo/Shaw",48,38.92671,-77.02201,Private room,2,https://www.airbnb.com/rooms/15844475,2.5,1,no information,2015-09-23,within an hour,100%,100%,4.58,4.8,4.6,4.9,4.95,4.63,4.63,0.65
"Private Small Room, In the city.","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",46,38.92687,-77.02236,Private room,2,https://www.airbnb.com/rooms/15914701,2.5,1,no information,2015-09-23,within an hour,100%,100%,4.31,4.58,4.42,4.89,4.86,4.54,4.43,1.06
Charming 1 BR  in Capitol Hill near Metro,"Capitol Hill, Lincoln Park",121,38.88362,-76.98262,Entire Properties,4,https://www.airbnb.com/rooms/15937364,1,1,with hosted license,2015-08-18,within an hour,100%,100%,4.93,4.98,4.93,4.99,4.99,4.96,4.94,1.37
Short-term rental for young professionals,"Brightwood Park, Crestwood, Petworth",65,38.95622,-77.03298,Private room,1,https://www.airbnb.com/rooms/15938415,1,1,no information,2016-07-31,a few days or more,0%,0%,4.86,4.93,4.93,4.94,4.98,4.7,4.88,1.2
Delightful 1-BR Accommodations / Nearby METRO,"Union Station, Stanton Park, Kingman Park",114,38.90306,-76.99235,Entire Properties,3,https://www.airbnb.com/rooms/15958616,1,1,with hosted license,2014-05-31,within an hour,100%,99%,4.72,4.82,4.75,4.93,4.89,4.81,4.77,3.6
Great Sleep in Comfy Blue Room/Metro 12 min walk!,"Friendship Heights, American University Park, Tenleytown",72,38.94448,-77.08596,Private room,2,https://www.airbnb.com/rooms/15962871,1,1,with hosted license,2016-05-09,within an hour,98%,99%,4.94,4.96,4.98,4.96,4.94,4.92,4.91,4.33
